company,location,salary estimate,hourly,rating,python_yn,spark_yn,azure_yn,aws_yn,excel_yn,machine_learning_yn,job_simpl,seniority,City,Latitude,Longitude
Lawrence Livermore National Laboratory,"Livermore, CA",121209,0,4.4,1,0,0,1,0,1,data scientist,junior,Livermore,37.6820583,-121.768053
LPL Financial,South Carolina,113750,0,3.9,1,0,0,0,0,0,data scientist,Senior,South Carolina,33.6874388,-80.4363743
Dianthus,"New York, NY",124335,0,3.3,1,0,1,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
MultiPlan Inc.,Remote,120000,0,3.8,1,0,0,1,0,1,data scientist,mid,Remote,,
YES Communities,"Greenwood Village, CO",87500,0,4.0,1,0,0,0,1,0,data analyst,junior,Greenwood Village,39.6172101,-104.950814
Verily,"South San Francisco, CA",121382,0,4.1,1,0,0,0,0,1,data scientist,Senior,South San Francisco,37.6535403,-122.4168664
Snowflake,"San Mateo, CA",175500,0,4.3,1,0,0,0,1,0,data scientist,Senior,San Mateo,37.496904,-122.3330573
IKEA,"Conshohocken, PA",91258,0,3.7,0,0,0,0,0,0,data analyst,Senior,Conshohocken,40.0792766,-75.3015714
"BEN Group, Inc","Provo, UT",91214,0,3.5,1,0,0,0,1,1,data scientist,Senior,Provo,40.2337289,-111.6587085
Mars,"Chicago, IL",106718,0,4.3,1,1,1,1,1,1,data scientist,junior,Chicago,41.8755616,-87.6244212
Abbott Laboratories,"Abbott Park, IL",102372,0,3.8,1,0,0,0,0,1,data scientist,Senior,Abbott Park,-21.16592065,149.18403939164872
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data scientist,Senior,Mountain View,37.3893889,-122.0832101
Ancestry,"San Francisco, CA",129500,0,3.7,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
Interclypse Inc,"Annapolis Junction, MD",73813,0,4.5,1,1,1,1,1,1,data scientist,Senior,Annapolis Junction,39.11899645,-76.79634174556091
Cisco Systems,"Research Triangle Park, NC",115673,0,4.3,1,1,0,1,1,1,data scientist,Senior,Research Triangle Park,35.8923773,-78.86588989367681
Barclays,"New York, NY",185000,0,4.0,1,0,0,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
Bayer,Remote,100000,0,4.4,1,0,0,1,0,1,data scientist,Senior,Remote,,
Lawrence Livermore National Laboratory,"Livermore, CA",121209,0,4.4,1,0,0,1,0,1,data scientist,junior,Livermore,37.6820583,-121.768053
LPL Financial,South Carolina,113750,0,3.9,1,0,0,0,0,0,data scientist,Senior,South Carolina,33.6874388,-80.4363743
Dianthus,"New York, NY",124335,0,3.3,1,0,1,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
MultiPlan Inc.,Remote,120000,0,3.8,1,0,0,1,0,1,data scientist,mid,Remote,,
YES Communities,"Greenwood Village, CO",87500,0,4.0,1,0,0,0,1,0,data analyst,junior,Greenwood Village,39.6172101,-104.950814
Verily,"South San Francisco, CA",121382,0,4.1,1,0,0,0,0,1,data scientist,Senior,South San Francisco,37.6535403,-122.4168664
Snowflake,"San Mateo, CA",175500,0,4.3,1,0,0,0,1,0,data scientist,Senior,San Mateo,37.496904,-122.3330573
IKEA,"Conshohocken, PA",91258,0,3.7,0,0,0,0,0,0,data analyst,Senior,Conshohocken,40.0792766,-75.3015714
"BEN Group, Inc","Provo, UT",91214,0,3.5,1,0,0,0,1,1,data scientist,Senior,Provo,40.2337289,-111.6587085
Mars,"Chicago, IL",106718,0,4.3,1,1,1,1,1,1,data scientist,junior,Chicago,41.8755616,-87.6244212
Abbott Laboratories,"Abbott Park, IL",102372,0,3.8,1,0,0,0,0,1,data scientist,Senior,Abbott Park,-21.16592065,149.18403939164872
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data scientist,Senior,Mountain View,37.3893889,-122.0832101
Ancestry,"San Francisco, CA",129500,0,3.7,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
Interclypse Inc,"Annapolis Junction, MD",73813,0,4.5,1,1,1,1,1,1,data scientist,Senior,Annapolis Junction,39.11899645,-76.79634174556091
Cisco Systems,"Research Triangle Park, NC",115673,0,4.3,1,1,0,1,1,1,data scientist,Senior,Research Triangle Park,35.8923773,-78.86588989367681
Barclays,"New York, NY",185000,0,4.0,1,0,0,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
Bayer,Remote,100000,0,4.4,1,0,0,1,0,1,data scientist,Senior,Remote,,
Lawrence Livermore National Laboratory,"Livermore, CA",121209,0,4.4,1,0,0,1,0,1,data scientist,junior,Livermore,37.6820583,-121.768053
LPL Financial,South Carolina,113750,0,3.9,1,0,0,0,0,0,data scientist,Senior,South Carolina,33.6874388,-80.4363743
Dianthus,"New York, NY",124335,0,3.3,1,0,1,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
MultiPlan Inc.,Remote,120000,0,3.8,1,0,0,1,0,1,data scientist,mid,Remote,,
YES Communities,"Greenwood Village, CO",87500,0,4.0,1,0,0,0,1,0,data analyst,junior,Greenwood Village,39.6172101,-104.950814
Verily,"South San Francisco, CA",121382,0,4.1,1,0,0,0,0,1,data scientist,Senior,South San Francisco,37.6535403,-122.4168664
Snowflake,"San Mateo, CA",175500,0,4.3,1,0,0,0,1,0,data scientist,Senior,San Mateo,37.496904,-122.3330573
IKEA,"Conshohocken, PA",91258,0,3.7,0,0,0,0,0,0,data analyst,Senior,Conshohocken,40.0792766,-75.3015714
"BEN Group, Inc","Provo, UT",91214,0,3.5,1,0,0,0,1,1,data scientist,Senior,Provo,40.2337289,-111.6587085
Mars,"Chicago, IL",106718,0,4.3,1,1,1,1,1,1,data scientist,junior,Chicago,41.8755616,-87.6244212
Abbott Laboratories,"Abbott Park, IL",102372,0,3.8,1,0,0,0,0,1,data scientist,Senior,Abbott Park,-21.16592065,149.18403939164872
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data scientist,Senior,Mountain View,37.3893889,-122.0832101
Ancestry,"San Francisco, CA",129500,0,3.7,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
Interclypse Inc,"Annapolis Junction, MD",73813,0,4.5,1,1,1,1,1,1,data scientist,Senior,Annapolis Junction,39.11899645,-76.79634174556091
Cisco Systems,"Research Triangle Park, NC",115673,0,4.3,1,1,0,1,1,1,data scientist,Senior,Research Triangle Park,35.8923773,-78.86588989367681
Barclays,"New York, NY",185000,0,4.0,1,0,0,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
Bayer,Remote,100000,0,4.4,1,0,0,1,0,1,data scientist,Senior,Remote,,
Lawrence Livermore National Laboratory,"Livermore, CA",121209,0,4.4,1,0,0,1,0,1,data scientist,junior,Livermore,37.6820583,-121.768053
LPL Financial,South Carolina,113750,0,3.9,1,0,0,0,0,0,data scientist,Senior,South Carolina,33.6874388,-80.4363743
Dianthus,"New York, NY",124335,0,3.3,1,0,1,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
MultiPlan Inc.,Remote,120000,0,3.8,1,0,0,1,0,1,data scientist,mid,Remote,,
YES Communities,"Greenwood Village, CO",87500,0,4.0,1,0,0,0,1,0,data analyst,junior,Greenwood Village,39.6172101,-104.950814
Verily,"South San Francisco, CA",121382,0,4.1,1,0,0,0,0,1,data scientist,Senior,South San Francisco,37.6535403,-122.4168664
Snowflake,"San Mateo, CA",175500,0,4.3,1,0,0,0,1,0,data scientist,Senior,San Mateo,37.496904,-122.3330573
IKEA,"Conshohocken, PA",91258,0,3.7,0,0,0,0,0,0,data analyst,Senior,Conshohocken,40.0792766,-75.3015714
"BEN Group, Inc","Provo, UT",91214,0,3.5,1,0,0,0,1,1,data scientist,Senior,Provo,40.2337289,-111.6587085
Mars,"Chicago, IL",106718,0,4.3,1,1,1,1,1,1,data scientist,junior,Chicago,41.8755616,-87.6244212
Abbott Laboratories,"Abbott Park, IL",102372,0,3.8,1,0,0,0,0,1,data scientist,Senior,Abbott Park,-21.16592065,149.18403939164872
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data scientist,Senior,Mountain View,37.3893889,-122.0832101
Ancestry,"San Francisco, CA",129500,0,3.7,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
Interclypse Inc,"Annapolis Junction, MD",73813,0,4.5,1,1,1,1,1,1,data scientist,Senior,Annapolis Junction,39.11899645,-76.79634174556091
Cisco Systems,"Research Triangle Park, NC",115673,0,4.3,1,1,0,1,1,1,data scientist,Senior,Research Triangle Park,35.8923773,-78.86588989367681
Barclays,"New York, NY",185000,0,4.0,1,0,0,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
Bayer,Remote,100000,0,4.4,1,0,0,1,0,1,data scientist,Senior,Remote,,
Lawrence Livermore National Laboratory,"Livermore, CA",121209,0,4.4,1,0,0,1,0,1,data scientist,junior,Livermore,37.6820583,-121.768053
LPL Financial,South Carolina,113750,0,3.9,1,0,0,0,0,0,data scientist,Senior,South Carolina,33.6874388,-80.4363743
Dianthus,"New York, NY",124335,0,3.3,1,0,1,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
MultiPlan Inc.,Remote,120000,0,3.8,1,0,0,1,0,1,data scientist,mid,Remote,,
YES Communities,"Greenwood Village, CO",87500,0,4.0,1,0,0,0,1,0,data analyst,junior,Greenwood Village,39.6172101,-104.950814
Verily,"South San Francisco, CA",121382,0,4.1,1,0,0,0,0,1,data scientist,Senior,South San Francisco,37.6535403,-122.4168664
Snowflake,"San Mateo, CA",175500,0,4.3,1,0,0,0,1,0,data scientist,Senior,San Mateo,37.496904,-122.3330573
IKEA,"Conshohocken, PA",91258,0,3.7,0,0,0,0,0,0,data analyst,Senior,Conshohocken,40.0792766,-75.3015714
"BEN Group, Inc","Provo, UT",91214,0,3.5,1,0,0,0,1,1,data scientist,Senior,Provo,40.2337289,-111.6587085
Mars,"Chicago, IL",106718,0,4.3,1,1,1,1,1,1,data scientist,junior,Chicago,41.8755616,-87.6244212
Abbott Laboratories,"Abbott Park, IL",102372,0,3.8,1,0,0,0,0,1,data scientist,Senior,Abbott Park,-21.16592065,149.18403939164872
Interclypse Inc,"Annapolis Junction, MD",73813,0,4.5,1,1,1,1,1,1,data scientist,Senior,Annapolis Junction,39.11899645,-76.79634174556091
Ancestry,"San Francisco, CA",129500,0,3.7,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
Barclays,"New York, NY",185000,0,4.0,1,0,0,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
Cisco Systems,"Research Triangle Park, NC",115673,0,4.3,1,1,0,1,1,1,data scientist,Senior,Research Triangle Park,35.8923773,-78.86588989367681
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data scientist,Senior,Mountain View,37.3893889,-122.0832101
Dianthus,"New York, NY",124335,0,3.3,1,0,1,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
Lawrence Livermore National Laboratory,"Livermore, CA",121209,0,4.4,1,0,0,1,0,1,data scientist,junior,Livermore,37.6820583,-121.768053
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
Bayer,Remote,100000,0,4.4,1,0,0,1,0,1,data scientist,Senior,Remote,,
LPL Financial,South Carolina,113750,0,3.9,1,0,0,0,0,0,data scientist,Senior,South Carolina,33.6874388,-80.4363743
Locus Robotics,"Wilmington, MA",114397,0,5.0,1,0,1,1,1,1,data scientist,Senior,Wilmington,39.7459468,-75.546589
MultiPlan Inc.,Remote,120000,0,3.8,1,0,0,1,0,1,data scientist,mid,Remote,,
YES Communities,"Greenwood Village, CO",87500,0,4.0,1,0,0,0,1,0,data analyst,junior,Greenwood Village,39.6172101,-104.950814
Logistics Management Institute,"Tysons Corner, VA",99187,0,4.3,1,0,0,0,0,1,data scientist,junior,Tysons Corner,38.918592,-77.2314723
"BEN Group, Inc","Provo, UT",91214,0,3.5,1,0,0,0,1,1,data scientist,Senior,Provo,40.2337289,-111.6587085
Mars,"Chicago, IL",106718,0,4.3,1,1,1,1,1,1,data scientist,junior,Chicago,41.8755616,-87.6244212
Abbott Laboratories,"Abbott Park, IL",102372,0,3.8,1,0,0,0,0,1,data scientist,Senior,Abbott Park,-21.16592065,149.18403939164872
Interclypse Inc,"Annapolis Junction, MD",73813,0,4.5,1,1,1,1,1,1,data scientist,Senior,Annapolis Junction,39.11899645,-76.79634174556091
Ancestry,"San Francisco, CA",129500,0,3.7,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
Barclays,"New York, NY",185000,0,4.0,1,0,0,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
Cisco Systems,"Research Triangle Park, NC",115673,0,4.3,1,1,0,1,1,1,data scientist,Senior,Research Triangle Park,35.8923773,-78.86588989367681
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data scientist,Senior,Mountain View,37.3893889,-122.0832101
Dianthus,"New York, NY",124335,0,3.3,1,0,1,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
Lawrence Livermore National Laboratory,"Livermore, CA",121209,0,4.4,1,0,0,1,0,1,data scientist,junior,Livermore,37.6820583,-121.768053
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
Bayer,Remote,100000,0,4.4,1,0,0,1,0,1,data scientist,Senior,Remote,,
LPL Financial,South Carolina,113750,0,3.9,1,0,0,0,0,0,data scientist,Senior,South Carolina,33.6874388,-80.4363743
Locus Robotics,"Wilmington, MA",114397,0,5.0,1,0,1,1,1,1,data scientist,Senior,Wilmington,39.7459468,-75.546589
MultiPlan Inc.,Remote,120000,0,3.8,1,0,0,1,0,1,data scientist,mid,Remote,,
YES Communities,"Greenwood Village, CO",87500,0,4.0,1,0,0,0,1,0,data analyst,junior,Greenwood Village,39.6172101,-104.950814
Logistics Management Institute,"Tysons Corner, VA",99187,0,4.3,1,0,0,0,0,1,data scientist,junior,Tysons Corner,38.918592,-77.2314723
"BEN Group, Inc","Provo, UT",91214,0,3.5,1,0,0,0,1,1,data scientist,Senior,Provo,40.2337289,-111.6587085
Mars,"Chicago, IL",106718,0,4.3,1,1,1,1,1,1,data scientist,junior,Chicago,41.8755616,-87.6244212
Abbott Laboratories,"Abbott Park, IL",102372,0,3.8,1,0,0,0,0,1,data scientist,Senior,Abbott Park,-21.16592065,149.18403939164872
Interclypse Inc,"Annapolis Junction, MD",73813,0,4.5,1,1,1,1,1,1,data scientist,Senior,Annapolis Junction,39.11899645,-76.79634174556091
Ancestry,"San Francisco, CA",129500,0,3.7,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
Barclays,"New York, NY",185000,0,4.0,1,0,0,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
Cisco Systems,"Research Triangle Park, NC",115673,0,4.3,1,1,0,1,1,1,data scientist,Senior,Research Triangle Park,35.8923773,-78.86588989367681
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data scientist,Senior,Mountain View,37.3893889,-122.0832101
Dianthus,"New York, NY",124335,0,3.3,1,0,1,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
Lawrence Livermore National Laboratory,"Livermore, CA",121209,0,4.4,1,0,0,1,0,1,data scientist,junior,Livermore,37.6820583,-121.768053
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
Bayer,Remote,100000,0,4.4,1,0,0,1,0,1,data scientist,Senior,Remote,,
LPL Financial,South Carolina,113750,0,3.9,1,0,0,0,0,0,data scientist,Senior,South Carolina,33.6874388,-80.4363743
Locus Robotics,"Wilmington, MA",114397,0,5.0,1,0,1,1,1,1,data scientist,Senior,Wilmington,39.7459468,-75.546589
MultiPlan Inc.,Remote,120000,0,3.8,1,0,0,1,0,1,data scientist,mid,Remote,,
YES Communities,"Greenwood Village, CO",87500,0,4.0,1,0,0,0,1,0,data analyst,junior,Greenwood Village,39.6172101,-104.950814
Logistics Management Institute,"Tysons Corner, VA",99187,0,4.3,1,0,0,0,0,1,data scientist,junior,Tysons Corner,38.9191272,-77.22296360086021
"BEN Group, Inc","Provo, UT",91214,0,3.5,1,0,0,0,1,1,data scientist,Senior,Provo,40.2337289,-111.6587085
Mars,"Chicago, IL",106718,0,4.3,1,1,1,1,1,1,data scientist,junior,Chicago,41.8755616,-87.6244212
Abbott Laboratories,"Abbott Park, IL",102372,0,3.8,1,0,0,0,0,1,data scientist,Senior,Abbott Park,-21.16592065,149.18403939164872
Interclypse Inc,"Annapolis Junction, MD",73813,0,4.5,1,1,1,1,1,1,data scientist,Senior,Annapolis Junction,39.11899645,-76.79634174556091
Ancestry,"San Francisco, CA",129500,0,3.7,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
Barclays,"New York, NY",185000,0,4.0,1,0,0,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
Cisco Systems,"Research Triangle Park, NC",115673,0,4.3,1,1,0,1,1,1,data scientist,Senior,Research Triangle Park,35.8923773,-78.86588989367681
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data scientist,Senior,Mountain View,37.3893889,-122.0832101
Dianthus,"New York, NY",124335,0,3.3,1,0,1,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
Lawrence Livermore National Laboratory,"Livermore, CA",121209,0,4.4,1,0,0,1,0,1,data scientist,junior,Livermore,37.6820583,-121.768053
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
Bayer,Remote,100000,0,4.4,1,0,0,1,0,1,data scientist,Senior,Remote,,
LPL Financial,South Carolina,113750,0,3.9,1,0,0,0,0,0,data scientist,Senior,South Carolina,33.6874388,-80.4363743
Locus Robotics,"Wilmington, MA",114397,0,5.0,1,0,1,1,1,1,data scientist,Senior,Wilmington,39.7459468,-75.546589
MultiPlan Inc.,Remote,120000,0,3.8,1,0,0,1,0,1,data scientist,mid,Remote,,
YES Communities,"Greenwood Village, CO",87500,0,4.0,1,0,0,0,1,0,data analyst,junior,Greenwood Village,39.6172101,-104.950814
Logistics Management Institute,"Tysons Corner, VA",99187,0,4.3,1,0,0,0,0,1,data scientist,junior,Tysons Corner,38.9191272,-77.22296360086021
"BEN Group, Inc","Provo, UT",91214,0,3.5,1,0,0,0,1,1,data scientist,Senior,Provo,40.2337289,-111.6587085
Mars,"Chicago, IL",106785,0,4.3,1,1,1,1,1,1,data scientist,junior,Chicago,41.8755616,-87.6244212
Abbott Laboratories,"Abbott Park, IL",102372,0,3.8,1,0,0,0,0,1,data scientist,Senior,Abbott Park,-21.16592065,149.18403939164872
Interclypse Inc,"Annapolis Junction, MD",73813,0,4.5,1,1,1,1,1,1,data scientist,Senior,Annapolis Junction,39.11899645,-76.79634174556091
Ancestry,"San Francisco, CA",129500,0,3.7,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
Barclays,"New York, NY",185000,0,4.0,1,0,0,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
Cisco Systems,"Research Triangle Park, NC",115673,0,4.3,1,1,0,1,1,1,data scientist,Senior,Research Triangle Park,35.8923773,-78.86588989367681
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data scientist,Senior,Mountain View,37.3893889,-122.0832101
Dianthus,"New York, NY",124335,0,3.3,1,0,1,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
Lawrence Livermore National Laboratory,"Livermore, CA",121209,0,4.4,1,0,0,1,0,1,data scientist,junior,Livermore,37.6820583,-121.768053
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
Bayer,Remote,100000,0,4.4,1,0,0,1,0,1,data scientist,Senior,Remote,,
LPL Financial,South Carolina,113750,0,3.9,1,0,0,0,0,0,data scientist,Senior,South Carolina,33.6874388,-80.4363743
Locus Robotics,"Wilmington, MA",114397,0,5.0,1,0,1,1,1,1,data scientist,Senior,Wilmington,39.7459468,-75.546589
MultiPlan Inc.,Remote,120000,0,3.8,1,0,0,1,0,1,data scientist,mid,Remote,,
YES Communities,"Greenwood Village, CO",87500,0,4.0,1,0,0,0,1,0,data analyst,junior,Greenwood Village,39.6172101,-104.950814
YES Communities,"Greenwood Village, CO",87500,0,4.0,1,0,0,0,1,0,data analyst,junior,Greenwood Village,39.6172101,-104.950814
"BEN Group, Inc","Provo, UT",91214,0,3.5,1,0,0,0,1,1,data scientist,Senior,Provo,40.2337289,-111.6587085
Mars,"Chicago, IL",106785,0,4.3,1,1,1,1,1,1,data scientist,junior,Chicago,41.8755616,-87.6244212
Abbott Laboratories,"Abbott Park, IL",102372,0,3.8,1,0,0,0,0,1,data scientist,Senior,Abbott Park,-21.16592065,149.18403939164872
HP,"Spring, TX",95911,0,4.2,0,0,0,0,1,0,data engineer,Senior,Spring,30.0795707,-95.4187924
CloudRay Inc,"San Francisco, CA",142932,0,4.7,1,0,0,0,0,0,data engineer,Senior,San Francisco,37.7792588,-122.4193286
Bose,"Framingham, MA",91998,0,3.8,1,0,0,1,0,0,data engineer,junior,Framingham,42.2773177,-71.4165905
TekwissenLLc,Remote,120000,1,4.4,0,0,0,0,0,0,data engineer,Senior,Remote,,
TikTok,"Seattle, WA",223775,0,3.6,0,1,0,0,0,0,data engineer,Senior,Seattle,47.6038321,-122.330062
FutureFit AI,"Ontario, CA",131861,0,5.0,1,0,0,0,1,1,data engineer,Senior,Ontario,50.000678,-86.000977
Amiga Informatics Pvt. Ltd,Remote,137324,0,4.1,0,0,0,0,0,0,data engineer,Senior,Remote,,
Resideo,"Austin, TX",92625,0,3.9,1,1,1,1,1,1,data engineer,junior,Austin,30.2711286,-97.7436995
Braintrust,Remote,170000,1,4.6,1,0,1,0,0,0,data engineer,Senior,Remote,,
John Deere,"Moline, IL",104647,0,4.1,1,0,0,1,1,0,data engineer,mid,Moline,41.5058344,-90.5136642
Volto Consulting,Remote,105000,1,5.0,0,0,0,1,0,0,data engineer,mid,Remote,,
Tekcogno,Remote,101936,0,4.5,1,0,0,1,1,0,data engineer,mid,Remote,,
"University of California, Davis","Davis, CA",61680,1,4.3,0,0,0,0,1,0,data engineer,mid,Davis,40.7474784,-92.3965311
The Bank of Missouri,"Perryville, MO",42700,0,4.3,1,0,0,0,0,0,data engineer,junior,Perryville,39.5594191,-76.0732254
ASCENDING,"Rockville, MD",95893,0,4.2,1,1,0,1,0,0,data engineer,mid,Rockville,39.0817985,-77.1516844
Capella University,"Minneapolis, MN",71793,0,3.7,1,0,0,0,1,0,data engineer,junior,Minneapolis,44.9772995,-93.2654692
Harvey Nash,Remote,90000,1,4.1,0,0,1,1,1,0,data engineer,Senior,Remote,,
Workforce Opportunity Services,"Dallas, TX",44000,1,3.3,0,0,0,0,0,0,data engineer,junior,Dallas,32.7762719,-96.7968559
MCG Health,United States,135800,0,4.6,1,1,1,1,0,0,data engineer,Senior,United States,39.7837304,-100.445882
CVS Health,Texas,105000,0,3.1,1,0,0,0,0,1,data engineer,Senior,Texas,31.2638905,-98.5456116
"Hyatt Corporate Office, Chicago","Chicago, IL",71990,0,4.0,1,1,0,1,0,1,data engineer,Senior,Chicago,41.8755616,-87.6244212
Excelgens,Remote,85000,1,4.7,1,0,0,0,0,0,data engineer,mid,Remote,,
"Stuller, Inc.","Lafayette, LA",90402,0,3.3,1,0,0,1,0,0,data engineer,mid,Lafayette,30.2262187,-92.0178202
"Spiff, Inc.",Remote,110000,0,4.1,1,0,1,1,0,1,data engineer,Senior,Remote,,
urpan technology,Remote,95000,1,4.5,1,0,0,0,1,0,data engineer,Senior,Remote,,
Mars,"Franklin, TN",105299,0,4.3,1,1,1,1,0,0,data engineer,junior,Franklin,39.9259345,-77.7485516
Rxadvance Corporation,"Southborough, MA",93316,0,3.2,1,0,0,1,0,0,data engineer,junior,Southborough,42.3056501,-71.5245087
LoanPro,"Farmington, UT",90407,0,4.8,1,1,0,1,1,1,data engineer,Senior,Farmington,41.7198216,-72.8320435
Tampa Bay Rays,"Saint Petersburg, FL",78453,0,4.1,1,1,1,0,1,0,data engineer,Senior,Saint Petersburg,59.938732,30.316229
"Amick Brown, LLC","Santa Clara, CA",127680,0,4.9,1,0,0,1,1,1,data engineer,mid,Santa Clara,37.2333253,-121.6846349
Arthur Grand Technologies Inc,"Charlotte, NC",94719,0,4.8,0,0,1,0,0,0,data engineer,mid,Charlotte,35.2272086,-80.8430827
Gravie,"Minneapolis, MN",93028,0,3.6,0,0,0,1,1,0,data engineer,Senior,Minneapolis,44.9772995,-93.2654692
HirexHire,"Chicago, IL",86855,0,5.0,1,0,0,0,0,0,data engineer,mid,Chicago,41.8755616,-87.6244212
Aledade,"Bethesda, MD",116258,0,4.8,1,0,0,1,0,0,data engineer,Senior,Bethesda,38.9846816,-77.0942447
Cisco Systems,"Research Triangle Park, NC",125983,0,4.3,0,0,0,0,0,0,data engineer,Senior,Research Triangle Park,35.8923773,-78.86588989367681
HP,"Spring, TX",95911,0,4.2,0,0,0,0,1,0,data engineer,Senior,Spring,30.0795707,-95.4187924
CloudRay Inc,"San Francisco, CA",142932,0,4.7,1,0,0,0,0,0,data engineer,Senior,San Francisco,37.7792588,-122.4193286
Bose,"Framingham, MA",91998,0,3.8,1,0,0,1,0,0,data engineer,junior,Framingham,42.2773177,-71.4165905
TekwissenLLc,Remote,120000,1,4.4,0,0,0,0,0,0,data engineer,Senior,Remote,,
TikTok,"Seattle, WA",223775,0,3.6,0,1,0,0,0,0,data engineer,Senior,Seattle,47.6038321,-122.330062
FutureFit AI,"Ontario, CA",131861,0,5.0,1,0,0,0,1,1,data engineer,Senior,Ontario,50.000678,-86.000977
Amiga Informatics Pvt. Ltd,Remote,137324,0,4.1,0,0,0,0,0,0,data engineer,Senior,Remote,,
Resideo,"Austin, TX",92625,0,3.9,1,1,1,1,1,1,data engineer,junior,Austin,30.2711286,-97.7436995
Braintrust,Remote,170000,1,4.6,1,0,1,0,0,0,data engineer,Senior,Remote,,
John Deere,"Moline, IL",104647,0,4.1,1,0,0,1,1,0,data engineer,mid,Moline,41.5058344,-90.5136642
Volto Consulting,Remote,105000,1,5.0,0,0,0,1,0,0,data engineer,mid,Remote,,
Tekcogno,Remote,101936,0,4.5,1,0,0,1,1,0,data engineer,mid,Remote,,
"University of California, Davis","Davis, CA",61680,1,4.3,0,0,0,0,1,0,data engineer,mid,Davis,40.7474784,-92.3965311
ASCENDING,"Rockville, MD",95893,0,4.2,1,1,0,1,0,0,data engineer,mid,Rockville,39.0817985,-77.1516844
Capella University,"Minneapolis, MN",71793,0,3.7,1,0,0,0,1,0,data engineer,junior,Minneapolis,44.9772995,-93.2654692
Harvey Nash,Remote,90000,1,4.1,0,0,1,1,1,0,data engineer,Senior,Remote,,
Workforce Opportunity Services,"Dallas, TX",44000,1,3.3,0,0,0,0,0,0,data engineer,junior,Dallas,32.7762719,-96.7968559
